Time,Account,Operation,Coin,Change
2024-03-03 00:00:00,Spot,Deposit,USD,10000.0
2024-03-03 05:00:00,Spot,Withdraw,USD,-8000.0
2024-03-03 11:00:00,Spot,Deposit,USD,50000.0
2024-03-03 20:00:00,Spot,Deposit,USD,500.0
2024-03-04 01:00:00,Spot,Transaction Spend,USD,-6562.5
2024-03-04 01:00:00,Spot,Transaction Buy,BTC,0.09606373
2024-03-04 01:00:00,Spot,Transaction Fee,BTC,-9.616e-05
2024-03-04 01:00:00,Spot,Transaction Spend,USD,-6562.5
2024-03-04 01:00:00,Spot,Transaction Buy,BTC,0.09606373
2024-03-04 01:00:00,Spot,Transaction Spend,USD,-6562.5
2024-03-04 01:00:00,Spot,Transaction Fee,BTC,-9.616e-05
2024-03-04 01:00:00,Spot,Transaction Buy,BTC,0.09606373
2024-03-04 01:00:00,Spot,Transaction Fee,BTC,-9.616e-05
2024-03-04 01:00:00,Spot,Transaction Spend,USD,-6562.5
2024-03-04 01:00:00,Spot,Transaction Buy,BTC,0.09606373
2024-03-04 01:00:00,Spot,Transaction Fee,BTC,-9.616e-05
2024-03-04 04:00:00,Spot,Transaction Fee,ADA,-17.04324114
2024-03-04 04:00:00,Spot,Binance Convert,ADA,17026.19789638
2024-03-04 04:00:00,Spot,Binance Convert,USD,-13125.0
2024-03-04 07:00:00,Spot,Transfer,ADA,-3405.23957928
2024-03-04 13:00:00,Spot,Transaction Buy,SOL,49.19289788
2024-03-04 13:00:00,Spot,Transaction Spend,USD,-6562.5
2024-03-04 13:00:00,Spot,Transaction Fee,SOL,-0.04924214
2024-03-04 15:00:00,Spot,Transaction Related,ETH,0.57771245
2024-03-04 15:00:00,Spot,Transaction Related,ADA,-2724.19166342
2024-03-04 15:00:00,Spot,Transaction Fee,ETH,-0.00057829
2024-03-04 20:00:00,Spot,Deposit,USD,10000.0
2024-03-05 01:00:00,Spot,Transfer,SOL,-24.59644894
2024-03-05 02:00:00,Spot,Deposit,USD,10000.0
2024-03-05 07:00:00,Spot,Transaction Fee,BTC,-0.00020842
2024-03-05 07:00:00,Spot,Binance Convert,BTC,0.20820988
2024-03-05 07:00:00,Spot,Binance Convert,USD,-13281.25
2024-03-05 08:00:00,Spot,Fee,USD,-2.46574481
2024-03-05 08:00:00,Spot,Buy,USD,2463.27906835
2024-03-05 08:00:00,Spot,Sell,SOL,-19.67715915
2024-03-05 10:00:00,Spot,Transaction Revenue,ADA,18175.68630857
2024-03-05 10:00:00,Spot,Transaction Sold,USD,-12595.62325468
2024-03-05 10:00:00,Spot,Transaction Fee,ADA,-18.19388019
2024-03-05 12:00:00,Spot,Withdraw,USD,-1574.45290683
2024-03-05 15:00:00,Spot,Transaction Buy,ETH,5.30672394
2024-03-05 15:00:00,Spot,Transaction Spend,BTC,-0.2962324
2024-03-05 15:00:00,Spot,Transaction Fee,ETH,-0.00531204
2024-03-05 16:00:00,Spot,Transaction Buy,SOL,3.13797473
2024-03-05 16:00:00,Spot,Transaction Spend,USD,-393.61322671
2024-03-05 16:00:00,Spot,Transaction Fee,SOL,-0.00314112
2024-03-05 16:00:00,Spot,Transaction Buy,SOL,3.13797473
2024-03-05 16:00:00,Spot,Transaction Spend,USD,-393.61322671
2024-03-05 16:00:00,Spot,Transaction Fee,SOL,-0.00314112
2024-03-05 17:00:00,Spot,Transaction Spend,ETH,-4.70754911
2024-03-05 17:00:00,Spot,Transaction Fee,USD,-16.72898188
2024-03-05 17:00:00,Spot,Transaction Buy,USD,16712.25289633
2024-03-05 18:00:00,Spot,Transaction Buy,USD,3342.45057927
2024-03-05 18:00:00,Spot,Transaction Spend,ETH,-0.94150982
2024-03-05 18:00:00,Spot,Transaction Fee,USD,-3.34579638
2024-03-05 20:00:00,Spot,Binance Convert,SOL,33.23132711
2024-03-05 20:00:00,Spot,Binance Convert,USD,-4168.3859858
2024-03-05 20:00:00,Spot,Transaction Fee,SOL,-0.03326459
2024-03-05 22:00:00,Spot,Transaction Revenue,ETH,2.82902541
2024-03-05 22:00:00,Spot,Transaction Sold,ADA,-14536.22648113
2024-03-05 22:00:00,Spot,Transaction Fee,ETH,-0.00283186
2024-03-05 23:00:00,Spot,Transaction Revenue,SOL,64.18237116
2024-03-05 23:00:00,Spot,Transaction Sold,ADA,-11628.9811849
2024-03-05 23:00:00,Spot,Transaction Fee,SOL,-0.06424662
2024-03-06 05:00:00,Spot,Transfer,BTC,-0.1481162
2024-03-06 08:00:00,Spot,Transaction Fee,SOL,-0.01496542
