Time,Account,Operation,Coin,Change
2024-03-03 00:00:00,Spot,Deposit,USD,50000.0
2024-03-03 10:00:00,Spot,Withdraw,USD,-25000.0
2024-03-03 18:00:00,Spot,Fee,ETH,-0.00047785
2024-03-03 18:00:00,Spot,Sell,USD,-1666.66666667
2024-03-03 18:00:00,Spot,Fee,ETH,-0.00047785
2024-03-03 18:00:00,Spot,Sell,USD,-1666.66666667
2024-03-03 18:00:00,Spot,Buy,ETH,0.47737692
2024-03-03 18:00:00,Spot,Fee,ETH,-0.00047785
2024-03-03 18:00:00,Spot,Sell,USD,-1666.66666667
2024-03-03 18:00:00,Spot,Buy,ETH,0.47737692
2024-03-03 18:00:00,Spot,Buy,ETH,0.47737692
2024-03-03 21:00:00,Spot,Transaction Related,ADA,1371.06882814
2024-03-03 21:00:00,Spot,Transaction Related,ETH,-0.28642615
2024-03-03 21:00:00,Spot,Transaction Fee,ADA,-1.37244127
2024-03-04 01:00:00,Spot,Transaction Buy,ADA,4324.11375146
2024-03-04 01:00:00,Spot,Transaction Fee,ADA,-4.32844219
2024-03-04 01:00:00,Spot,Transaction Spend,USD,-3333.33333333
2024-03-04 01:00:00,Spot,Transaction Fee,ADA,-4.32844219
2024-03-04 01:00:00,Spot,Transaction Buy,ADA,4324.11375146
2024-03-04 01:00:00,Spot,Transaction Buy,ADA,4324.11375146
2024-03-04 01:00:00,Spot,Transaction Fee,ADA,-4.32844219
2024-03-04 01:00:00,Spot,Transaction Spend,USD,-3333.33333333
2024-03-04 01:00:00,Spot,Transaction Spend,USD,-3333.33333333
2024-03-04 05:00:00,Spot,Transaction Related,ETH,1.52088537
2024-03-04 05:00:00,Spot,Transaction Related,ADA,-7171.70504126
2024-03-04 05:00:00,Spot,Transaction Fee,ETH,-0.00152241
2024-03-04 06:00:00,Spot,Transfer,ADA,-3585.85252063
2024-03-04 08:00:00,Spot,Transfer,ETH,-0.533318
2024-03-04 09:00:00,Spot,Withdraw,USD,-5000.0
2024-03-04 12:00:00,Spot,Transaction Sold,USD,-2500.0
2024-03-04 12:00:00,Spot,Transaction Fee,SOL,-0.01875891
2024-03-04 12:00:00,Spot,Transaction Revenue,SOL,18.74015157
2024-03-04 17:00:00,Spot,Buy,ADA,1619.92111414
2024-03-04 17:00:00,Spot,Sell,SOL,-9.37007579
2024-03-04 17:00:00,Spot,Fee,ADA,-1.62154266
2024-03-04 18:00:00,Spot,Buy,BTC,0.00731914
2024-03-04 18:00:00,Spot,Sell,USD,-500.0
2024-03-04 18:00:00,Spot,Fee,BTC,-7.33e-06
2024-03-04 23:00:00,Spot,Buy,BTC,0.02934219
2024-03-04 23:00:00,Spot,Sell,ADA,-2602.88681739
2024-03-04 23:00:00,Spot,Fee,BTC,-2.937e-05
2024-03-05 03:00:00,Spot,Deposit,USD,10000.0
2024-03-05 05:00:00,Spot,Transfer,ADA,-2082.30945391
2024-03-05 09:00:00,Spot,Withdraw,USD,-2400.0
2024-03-05 12:00:00,Spot,Transaction Fee,SOL,-0.038305
2024-03-05 12:00:00,Spot,Binance Convert,USD,-4800.0
2024-03-05 12:00:00,Spot,Binance Convert,SOL,38.26669859
2024-03-05 14:00:00,Spot,Deposit,USD,500.0
2024-03-05 19:00:00,Spot,Transfer,SOL,-38.1094195
2024-03-06 01:00:00,Spot,Buy,ETH,0.08006929
2024-03-06 01:00:00,Spot,Sell,ADA,-416.46189078
2024-03-06 01:00:00,Spot,Fee,ETH,-8.015e-05
2024-03-06 07:00:00,Spot,Transaction Buy,USD,248.96733226
2024-03-06 07:00:00,Spot,Transaction Spend,SOL,-1.90547097
2024-03-06 07:00:00,Spot,Transaction Fee,USD,-0.24921655
2024-03-06 11:00:00,Spot,Deposit,USD,500.0
2024-03-06 14:00:00,Spot,Binance Convert,USD,497.93466453
2024-03-06 14:00:00,Spot,Binance Convert,SOL,-3.81094195
2024-03-06 14:00:00,Spot,Transaction Fee,USD,-0.4984331
2024-03-06 16:00:00,Spot,Transaction Spend,SOL,-1.90547097
2024-03-06 16:00:00,Spot,Transaction Fee,ADA,-0.33911627
2024-03-06 16:00:00,Spot,Transaction Buy,ADA,338.77715643
2024-03-06 17:00:00,Spot,Transaction Fee,USD,-1.93788987
2024-03-06 17:00:00,Spot,Transaction Related,BTC,-0.02932907
2024-03-06 17:00:00,Spot,Transaction Related,USD,1935.95198159
2024-03-06 21:00:00,Spot,Transaction Related,SOL,51.64548374
