Time,Account,Operation,Coin,Change
2024-03-03 00:00:00,Spot,Deposit,USD,10000.0
2024-03-03 02:00:00,Spot,Withdraw,USD,-2000.0
2024-03-03 08:00:00,Spot,Transaction Revenue,ETH,0.11457046
2024-03-03 08:00:00,Spot,Transaction Sold,USD,-400.0
2024-03-03 08:00:00,Spot,Transaction Fee,ETH,-0.00011469
2024-03-03 08:00:00,Spot,Transaction Revenue,ETH,0.11457046
2024-03-03 08:00:00,Spot,Transaction Sold,USD,-400.0
2024-03-03 08:00:00,Spot,Transaction Fee,ETH,-0.00011469
2024-03-03 08:00:00,Spot,Transaction Revenue,ETH,0.11457046
2024-03-03 08:00:00,Spot,Transaction Sold,USD,-400.0
2024-03-03 08:00:00,Spot,Transaction Fee,ETH,-0.00011469
2024-03-03 08:00:00,Spot,Transaction Revenue,ETH,0.11457046
2024-03-03 08:00:00,Spot,Transaction Sold,USD,-400.0
2024-03-03 08:00:00,Spot,Transaction Fee,ETH,-0.00011469
2024-03-03 19:00:00,Spot,Transaction Fee,SOL,-0.00983405
2024-03-03 19:00:00,Spot,Binance Convert,USD,-1280.0
2024-03-03 19:00:00,Spot,Binance Convert,SOL,9.82421635
2024-03-03 23:00:00,Spot,Deposit,USD,10000.0
2024-03-04 05:00:00,Spot,Binance Convert,BTC,0.17706467
2024-03-04 05:00:00,Spot,Binance Convert,USD,-12096.0
2024-03-04 05:00:00,Spot,Transaction Fee,BTC,-0.00017724
2024-03-04 11:00:00,Spot,Transaction Related,ADA,1961.41799766
2024-03-04 11:00:00,Spot,Transaction Related,USD,-1512.0
2024-03-04 11:00:00,Spot,Transaction Fee,ADA,-1.96338138
2024-03-04 16:00:00,Spot,Withdraw,USD,-1209.6
2024-03-04 22:00:00,Spot,Withdraw,USD,-151.2
2024-03-05 00:00:00,Spot,Buy,USD,5635.99370946
2024-03-05 00:00:00,Spot,Sell,BTC,-0.08853233
2024-03-05 00:00:00,Spot,Fee,USD,-5.64163534
2024-03-05 05:00:00,Spot,Withdraw,USD,-4629.75496757
2024-03-05 07:00:00,Spot,Transaction Fee,USD,-0.61553628
2024-03-05 07:00:00,Spot,Transaction Buy,USD,614.92073908
2024-03-05 07:00:00,Spot,Transaction Spend,SOL,-4.91210817
2024-03-05 13:00:00,Spot,Transaction Buy,SOL,5.41270366
2024-03-05 13:00:00,Spot,Transaction Spend,ADA,-980.70899883
2024-03-05 13:00:00,Spot,Transaction Fee,SOL,-0.00541812
2024-03-05 17:00:00,Spot,Withdraw,USD,-886.17974049
2024-03-05 23:00:00,Spot,Buy,USD,4508.79496757
2024-03-05 23:00:00,Spot,Sell,BTC,-0.07082587
2024-03-05 23:00:00,Spot,Fee,USD,-4.51330828
2024-03-06 01:00:00,Spot,Withdraw,USD,-2697.48735403
2024-03-06 05:00:00,Spot,Transfer,ETH,-0.09165637
2024-03-06 07:00:00,Spot,Fee,USD,-0.57657843
2024-03-06 07:00:00,Spot,Buy,USD,576.00185616
2024-03-06 07:00:00,Spot,Sell,ADA,-784.56719907
2024-03-06 10:00:00,Spot,Transaction Fee,SOL,-0.01251429
2024-03-06 10:00:00,Spot,Binance Convert,USD,-1636.74460509
2024-03-06 10:00:00,Spot,Binance Convert,SOL,12.50178042
2024-03-06 14:00:00,Spot,Transaction Revenue,USD,596.50090194
2024-03-06 14:00:00,Spot,Transaction Sold,SOL,-4.56531845
2024-03-06 14:00:00,Spot,Transaction Fee,USD,-0.597098
2024-03-06 18:00:00,Spot,Binance Convert,BTC,0.00423341
2024-03-06 18:00:00,Spot,Binance Convert,ETH,-0.0733251
2024-03-06 18:00:00,Spot,Transaction Fee,BTC,-4.24e-06
2024-03-06 20:00:00,Spot,Transaction Fee,SOL,-0.00341501
2024-03-06 20:00:00,Spot,Binance Convert,SOL,3.41159456
2024-03-06 20:00:00,Spot,Binance Convert,USD,-446.64910141
2024-03-07 01:00:00,Spot,Transaction Spend,ETH,-0.14665019
2024-03-07 01:00:00,Spot,Transaction Fee,SOL,-0.00394489
2024-03-07 01:00:00,Spot,Transaction Buy,SOL,3.94094726
2024-03-07 05:00:00,Spot,Transaction Fee,BTC,-1.7e-06
2024-03-07 05:00:00,Spot,Binance Convert,ETH,-0.02933004
2024-03-07 05:00:00,Spot,Binance Convert,BTC,0.00169638
2024-03-07 09:00:00,Spot,Transaction Buy,USD,362.74370277
2024-03-07 09:00:00,Spot,Transaction Spend,ETH,-0.09385612
2024-03-07 09:00:00,Spot,Transaction Fee,USD,-0.36310681
2024-03-07 15:00:00,Spot,Withdraw,USD,-429.86802168
2024-03-07 18:00:00,Spot,Transaction Revenue,ADA,97.68242972
2024-03-07 18:00:00,Spot,Transaction Sold,ETH,-0.01877122
2024-03-07 18:00:00,Spot,Transaction Fee,ADA,-0.09778021
2024-03-07 20:00:00,Spot,Binance Convert,SOL,0.06305516
2024-03-07 20:00:00,Spot,Binance Convert,ETH,-0.0023464
2024-03-07 20:00:00,Spot,Transaction Fee,SOL,-6.312e-05
2024-03-07 22:00:00,Spot,Transaction Buy,USD,788.93502547
2024-03-07 22:00:00,Spot,Transaction Spend,BTC,-0.01181813
2024-03-07 22:00:00,Spot,Transaction Fee,USD,-0.78972475
2024-03-08 02:00:00,Spot,Transaction Fee,ETH,-0.00012919
2024-03-08 02:00:00,Spot,Transaction Buy,ETH,0.12905827
2024-03-08 02:00:00,Spot,Transaction Spend,USD,-501.68142244
2024-03-08 04:00:00,Spot,Deposit,USD,10000.0
2024-03-08 10:00:00,Spot,Transaction Revenue,USD,742.80727308
2024-03-08 10:00:00,Spot,Transaction Sold,SOL,-5.13537416
2024-03-08 10:00:00,Spot,Transaction Fee,USD,-0.74355082
2024-03-08 12:00:00,Spot,Transaction Buy,BTC,0.14957135
2024-03-08 12:00:00,Spot,Transaction Spend,USD,-10199.62637027
2024-03-08 12:00:00,Spot,Transaction Fee,BTC,-0.00014972
