Id,Timestamp,Type,AssetIn,AmountIn,AssetOut,AmountOut,FeeAsset,FeeAmount,FiatValueAtTimestamp,FiatCurrency
a22ee315-3674-4545-b29f-29357e67827c,2024-03-03T00:00:00,Deposit,USD,500.0,,0.0,,0.0,500.0,USD
6dc5c135-df4b-46da-91ab-11108e6550b2,2024-03-03T16:00:00,Withdrawal,,0.0,USD,100.0,,0.0,100.0,USD
8c263368-99e1-40e0-8aff-b5eafa06aca0,2024-03-03T18:00:00,Withdrawal,,0.0,USD,200.0,,0.0,200.0,USD
4bad69f3-070d-4755-8404-5966b5ce760b,2024-03-03T22:00:00,Trade,ADA,219.5906031048221,USD,160.0,ADA,0.21981041351834044,160.0,USD
bb472635-2a13-443f-8ab1-3b1a1c937c0c,2024-03-04T10:00:00,Trade,ADA,10.377873003506037,USD,8.0,ADA,0.010388261264770809,8.0,USD
7a9ffbaf-1ec4-4caa-a13b-4bcefc566f2d,2024-03-05T01:00:00,Trade,ADA,36.94121045789397,USD,25.6,ADA,0.03697818864654052,25.6,USD
9b45d728-7486-4c17-b1d5-82264331f06d,2024-03-05T10:00:00,Trade,SOL,0.04081781182666986,USD,5.12,SOL,4.0858670497167025e-05,5.12,USD
96778584-d16a-4e20-87e2-eeeb84b2f45d,2024-03-05T16:00:00,Trade,ETH,0.0002878662783335444,USD,1.024,ETH,2.881544327663107e-07,1.024,USD
2843ccad-4a48-4309-95cd-3d74214db766,2024-03-05T19:00:00,Withdrawal,,0.0,USD,0.2048,,0.0,0.2048,USD
1c152062-8939-40b5-8d17-10aabf81d9b0,2024-03-06T00:00:00,Trade,ETH,1.0715745864311172e-05,USD,0.04096,ETH,1.072647233664782e-08,0.04096,USD
00a0c554-b844-4d44-a91e-3ac17de423bf,2024-03-06T03:00:00,Trade,USD,39.19115534577182,ADA,53.38193731324442,USD,0.03923038573150332,39.19115534577182,USD
10e2ffc3-227d-4b71-9f27-7e38317747ca,2024-03-06T04:00:00,Trade,BTC,0.0004741613371959826,USD,31.36111627661746,BTC,4.746359731691517e-07,31.36111627661746,USD
129192ec-35d3-48ad-ae22-08ab692371e3,2024-03-06T08:00:00,Withdrawal,,0.0,USD,6.272223255323492,,0.0,6.272223255323492,USD
c38a30af-c9df-445c-9ffc-04ad8199410f,2024-03-06T10:00:00,Trade,USD,0.911217735559926,ETH,0.00023886561935828444,USD,0.0009121298654253514,0.911217735559926,USD
b3d99822-c199-4c1e-bcbb-bfbfc1ec3174,2024-03-06T15:00:00,Trade,USD,0.11390221694499075,ETH,2.9858202419785555e-05,USD,0.00011401623317816893,0.11390221694499075,USD
e54b6508-0233-4463-9d4d-4b8f596034c7,2024-03-06T21:00:00,Trade,SOL,0.003961438321843342,USD,0.5186351532671579,SOL,3.965403725568911e-06,0.5186351532671579,USD
35535c10-e8c6-4008-a19c-23c40f6e59af,2024-03-06T23:00:00,Trade,ETH,0.00010854614255290896,USD,0.41490812261372634,ETH,1.0865479735025922e-07,0.41490812261372634,USD
27d4ff6b-9652-4802-84b2-2b4de68fd0e9,2024-03-07T00:00:00,Deposit,USD,500.0,,0.0,,0.0,500.0,USD
dd581d01-cfdc-437b-b06f-f7e810ea43da,2024-03-07T02:00:00,Trade,ADA,539.822779434996,USD,401.3277059923639,ADA,0.5403631425775736,401.3277059923639,USD
e2211d9f-ddbd-4c60-8346-a4b06e8fc5aa,2024-03-07T04:00:00,Trade,USD,0.10698354809258101,ETH,2.7680868994538904e-05,USD,0.00010709063873131233,0.10698354809258101,USD
a7c7d573-b0d5-4720-9a53-c69c278c6f9c,2024-03-07T08:00:00,Withdrawal,,0.0,USD,20.08778200923671,,0.0,20.08778200923671,USD
3b919559-e4b1-41ac-8336-2b82002ae87e,2024-03-07T09:00:00,Trade,USD,3.2168558023014047,SOL,0.0223896250742566,USD,0.0032200758781795844,3.2168558023014047,USD
9c014516-d163-4679-abcb-bb19f9ecd3f0,2024-03-07T15:00:00,Trade,BTC,2.4069913192545375e-05,SOL,0.0111948125371283,BTC,2.4094007199745122e-08,1.610037939089792,USD
b53d4174-ab26-4238-a98f-32ca18e8abb9,2024-03-07T21:00:00,Trade,ETH,0.0017194190465410696,BTC,9.964625007770559e-05,ETH,1.7211401867277974e-06,6.658678308805034,USD
