Id,Timestamp,Type,AssetIn,AmountIn,AssetOut,AmountOut,FeeAsset,FeeAmount,FiatValueAtTimestamp,FiatCurrency
a9f33db2-5ada-4bf0-9c5f-aa111762ab66,2024-03-03T00:00:00,Deposit,USD,500.0,,0.0,,0.0,500.0,USD
80e12e4e-d32f-42d8-b325-56ec3a92a63c,2024-03-03T08:00:00,Trade,ADA,137.2441269405138,USD,100.0,ADA,0.13738150844896277,100.0,USD
6b3ad4fd-cad9-4437-ba9a-39024c985de5,2024-03-03T17:00:00,Transfer,,0.0,ADA,109.79530155241105,,0.0,0.0,USD
bcb83dec-1b5d-4096-972e-3dbfebf8b1ba,2024-03-03T19:00:00,Trade,ETH,0.02291409222406037,USD,80.0,ETH,2.2937029253313683e-05,80.0,USD
2f086dcb-aa6b-4295-add2-fca48b79fd44,2024-03-04T02:00:00,Trade,BTC,0.0009368500965115609,USD,64.0,BTC,9.377878843959569e-07,64.0,USD
f3a524e2-fb7b-4ecb-8e69-4c5adb0f99ce,2024-03-04T03:00:00,Trade,USD,66.4349603036404,ETH,0.018331273779248296,USD,0.06650146176540579,66.4349603036404,USD
06d99e11-f56d-47a6-b2bf-c7905e88e3d8,2024-03-04T04:00:00,Trade,BTC,0.002359947059993491,USD,161.21748015182018,BTC,2.3623093693628535e-06,161.21748015182018,USD
73e97a1c-f438-46bb-9f9a-1776eaf6c57f,2024-03-04T08:00:00,Trade,SOL,0.8432778209987121,BTC,0.0016483985782525259,SOL,0.0008441219429416537,112.49613133583419,USD
4b271e2f-ef86-4986-8790-ba618cbae749,2024-03-04T14:00:00,Trade,BTC,6.188580085384579e-05,ADA,5.489765077620552,BTC,6.194774860244823e-08,4.227668086275587,USD
ac20f346-5db4-406c-af0b-5fd4f28e6ea6,2024-03-04T18:00:00,Trade,USD,13.515009338205797,ADA,17.567248248385766,USD,0.013528537876081879,13.515009338205797,USD
1197b5c9-938b-432f-8c9a-6426f67e9401,2024-03-04T22:00:00,Trade,ETH,0.025713465539565897,BTC,0.0013682275032850973,ETH,2.573920474431021e-05,93.3756574032188,USD
b25baeb6-09db-413b-807b-f80e082e90e5,2024-03-04T23:00:00,Trade,ETH,0.0007450883927385383,ADA,3.5134496496771535,ETH,7.458342269655037e-07,2.7057075752163757,USD
154cceb0-bee9-407d-b8de-684ae88a3d61,2024-03-05T02:00:00,Deposit,USD,500.0,,0.0,,0.0,500.0,USD
630abc08-0eba-4bef-90bd-07a6bebe7e57,2024-03-05T05:00:00,Trade,ADA,25.163008568110058,BTC,0.00027364550065701946,ADA,0.02518819676487493,17.437788620322916,USD
eeafd930-f8c2-4b84-a6a4-f1e4c013eb21,2024-03-05T09:00:00,Trade,SOL,1.0758243667712648,USD,134.9464978980052,SOL,0.0010769012680393042,134.9464978980052,USD
32bed691-c513-4dd7-abe9-0fdfafda605b,2024-03-05T10:00:00,Trade,SOL,3.4426379736680475,USD,431.8287932736166,SOL,0.0034460840577257732,431.8287932736166,USD
137513ae-df1c-4765-af27-332449781b50,2024-03-05T15:00:00,Trade,USD,22.039972554998428,ETH,0.006208274475423302,USD,0.02206203458958802,22.039972554998428,USD
c161c8d9-7906-42c5-abc3-e5fc5d139bb4,2024-03-05T20:00:00,Trade,ADA,93.79400094072598,USD,64.99858543670129,ADA,0.09388788882955552,64.99858543670129,USD
35955fcc-3cad-4974-b97f-1cbf50ec66dc,2024-03-05T23:00:00,Trade,USD,2.177543853962824,BTC,3.420568758212743e-05,USD,0.0021797235775403642,2.177543853962824,USD
fb39e13b-583b-449f-af51-0de172815274,2024-03-06T04:00:00,Trade,SOL,0.4104836954591235,USD,53.7409034325313,SOL,0.0004108945900491727,53.7409034325313,USD
6e8f75bc-5600-4901-ba38-defb78303ebf,2024-03-06T05:00:00,Withdrawal,,0.0,USD,2.687045171626565,,0.0,2.687045171626565,USD
1f5c4a55-bfbd-4322-9679-d5556f1dbd08,2024-03-06T08:00:00,Trade,ETH,0.002249507280083958,USD,8.598544549205007,ETH,2.2517590391230815e-06,8.598544549205007,USD
4fd5495b-e05e-496e-8093-27708d5179a8,2024-03-06T13:00:00,Trade,USD,43.989473905052805,ADA,59.91768596062766,USD,0.04403350741246527,43.989473905052805,USD
36764f6c-8a96-4bc5-b68d-b213acae97b7,2024-03-06T18:00:00,Trade,BTC,0.0057071900634904,SOL,2.8861119284485737,BTC,5.7129029664568565e-06,377.47457912178896,USD
90bc701a-70df-491e-a170-cbc474d97537,2024-03-07T00:00:00,Trade,SOL,0.2563925514243454,USD,36.911288033883245,SOL,0.00025664920062497043,36.911288033883245,USD
64cbf0a9-2b97-4a9f-b3d3-0a97ed10b4f4,2024-03-07T02:00:00,Transfer,,0.0,SOL,0.6285008959745839,,0.0,0.0,USD
49121667-77df-40aa-a82d-f6a51a2aebfb,2024-03-07T08:00:00,Trade,USD,288.9619451526579,SOL,2.0112028671186684,USD,0.28925119634900687,288.9619451526579,USD
adc583b7-def6-4c1b-b772-ad79dcedebd9,2024-03-07T14:00:00,Transfer,,0.0,ADA,47.934148768502126,,0.0,0.0,USD
facec3ad-ffbd-4987-8a6b-d0d2a2614396,2024-03-07T20:00:00,Trade,BTC,0.0008915816995630933,USD,59.637953432225736,BTC,8.924741737368302e-07,59.637953432225736,USD
16430537-9251-46d4-a633-e8fbd234b3cf,2024-03-08T01:00:00,Trade,USD,52.53316707652373,ETH,0.013541302590888583,USD,0.052585752829353086,52.53316707652373,USD
489d8b92-2ad6-4408-9785-4e2aade34768,2024-03-08T02:00:00,Trade,USD,361.13147991736304,BTC,0.005306381960508496,USD,0.3614929728902533,361.13147991736304,USD
bad6aed0-93b2-4acf-889b-d3137f28abc9,2024-03-08T08:00:00,Trade,BTC,0.0019128719013380327,USD,130.44329214455794,BTC,1.914786688026059e-06,130.44329214455794,USD
5f5afa18-b470-4960-ab78-d736e96a741b,2024-03-08T14:00:00,Trade,USD,36.36385763337273,SOL,0.25140035838983354,USD,0.036400257891264,36.36385763337273,USD
22f26e08-8415-49c5-8f82-6fa29ff4cfd4,2024-03-08T17:00:00,Withdrawal,,0.0,USD,279.06851310580225,,0.0,279.06851310580225,USD
a7ac1124-a5de-4849-9f72-949ac3f15481,2024-03-08T19:00:00,Trade,ADA,192.8537939905205,USD,139.53425655290113,ADA,0.19304684083135187,139.53425655290113,USD
aeb52a7e-7533-4976-9215-2db2f56b9b36,2024-03-09T00:00:00,Trade,USD,110.53865597939279,BTC,0.0016197336957325783,USD,0.11064930528467747,110.53865597939279,USD
a9d68a2b-db13-4394-8c78-df6317d8ea6d,2024-03-09T05:00:00,Withdrawal,,0.0,USD,125.03645626614696,,0.0,125.03645626614696,USD
110e6b5f-73ab-4326-9f01-8769c58d91e5,2024-03-09T07:00:00,Trade,ETH,0.0018558942107777564,SOL,0.050280071677966706,ETH,1.857751962740497e-06,7.254911542413817,USD
8d8f62f9-512e-4b90-b5cc-abc4aa27c487,2024-03-09T08:00:00,Trade,ADA,84.21751605304802,USD,62.51822813307348,ADA,0.08430181787091894,62.51822813307348,USD
f7331914-e813-49a2-a3a2-a0c3887bbd24,2024-03-09T12:00:00,Trade,SOL,0.7420774538612541,ADA,144.52742361784703,SOL,0.0007428202741353896,107.18153735499536,USD
9ba6eee4-3238-4e6b-b830-b28ffa1dc228,2024-03-09T17:00:00,Trade,ETH,0.006962898690995277,SOL,0.1886395481146242,ETH,6.969868559554832e-06,27.218800397459127,USD
d89dc68f-218f-475d-8b04-ecee3637d997,2024-03-09T22:00:00,Trade,SOL,0.1532173483670286,BTC,0.0003239467391465157,SOL,0.00015337071908611474,22.129861056935493,USD
bcbd9f02-8a03-4eab-b2c0-7738c447b4bf,2024-03-09T23:00:00,Trade,ETH,0.003198583938120634,USD,12.503645626614697,ETH,3.2017857238444787e-06,12.503645626614697,USD
b67db5b9-33d8-4902-9f5b-c77d2f209566,2024-03-10T01:00:00,Transfer,,0.0,SOL,0.4538877704127627,,0.0,0.0,USD
78d711d4-3551-4400-b6ad-41ed016c68a8,2024-03-10T07:00:00,Trade,SOL,0.27683118179348887,USD,40.01166600516703,SOL,0.0002771082900835725,40.01166600516703,USD
6a84169b-3450-48b9-98c1-a44bf31ebd72,2024-03-10T10:00:00,Trade,USD,79.2235542723953,ETH,0.0204469435446258,USD,0.07930285712952483,79.2235542723953,USD
f722b722-3423-4fbf-b7f2-40417f274479,2024-03-10T14:00:00,Trade,ETH,0.011491289645519157,USD,44.61323538684353,ETH,1.1502792437957114e-05,44.61323538684353,USD
