Time,Account,Operation,Coin,Change
2024-03-03 00:00:00,Spot,Deposit,USD,500.0
2024-03-03 05:00:00,Spot,Deposit,USD,50000.0
2024-03-03 06:00:00,Spot,Transaction Buy,BTC,0.63947174
2024-03-03 06:00:00,Spot,Transaction Spend,USD,-40400.0
2024-03-03 06:00:00,Spot,Transaction Fee,BTC,-0.00064011
2024-03-03 07:00:00,Spot,Withdraw,USD,-2020.0
2024-03-03 09:00:00,Spot,Withdraw,USD,-6464.0
2024-03-03 11:00:00,Spot,Deposit,USD,500.0
2024-03-03 18:00:00,Spot,Transaction Related,BTC,0.01674656
2024-03-03 18:00:00,Spot,Transaction Related,USD,-1058.0
2024-03-03 18:00:00,Spot,Transaction Fee,BTC,-1.676e-05
2024-03-04 01:00:00,Spot,Transaction Fee,ADA,-29.07679762
2024-03-04 01:00:00,Spot,Binance Convert,ADA,29047.72082006
2024-03-04 01:00:00,Spot,Binance Convert,BTC,-0.32810915
2024-03-04 02:00:00,Spot,Withdraw,USD,-529.0
2024-03-04 08:00:00,Spot,Withdraw,USD,-423.2
2024-03-04 09:00:00,Spot,Transaction Related,USD,8938.91206149
2024-03-04 09:00:00,Spot,Transaction Related,ADA,-11619.08832802
2024-03-04 09:00:00,Spot,Transaction Fee,USD,-8.94785992
2024-03-04 09:00:00,Spot,Transaction Related,USD,8938.91206149
2024-03-04 09:00:00,Spot,Transaction Related,ADA,-11619.08832802
2024-03-04 09:00:00,Spot,Transaction Fee,USD,-8.94785992
2024-03-04 21:00:00,Spot,Transfer,BTC,-0.06562183
2024-03-04 23:00:00,Spot,Transaction Spend,USD,-14386.89929838
2024-03-04 23:00:00,Spot,Transaction Fee,SOL,-0.10795302
2024-03-04 23:00:00,Spot,Transaction Buy,SOL,107.8450694
2024-03-05 04:00:00,Spot,Transaction Related,USD,10800.4412648
2024-03-05 04:00:00,Spot,Transaction Related,SOL,-86.27605552
2024-03-05 04:00:00,Spot,Transaction Fee,USD,-10.81125252
2024-03-05 09:00:00,Spot,Withdraw,USD,-11517.73287152
2024-03-05 14:00:00,Spot,Transaction Buy,BTC,0.03611265
2024-03-05 14:00:00,Spot,Transaction Spend,USD,-2303.5465743
2024-03-05 14:00:00,Spot,Transaction Fee,BTC,-3.615e-05
2024-03-05 17:00:00,Spot,Transaction Buy,BTC,0.03152599
2024-03-05 17:00:00,Spot,Transaction Spend,ADA,-2904.77208201
2024-03-05 17:00:00,Spot,Transaction Fee,BTC,-3.156e-05
2024-03-05 21:00:00,Spot,Deposit,USD,50000.0
2024-03-05 23:00:00,Spot,Withdraw,USD,-10115.17732872
2024-03-06 05:00:00,Spot,Buy,BTC,0.02582052
2024-03-06 05:00:00,Spot,Sell,ADA,-2323.8176656
2024-03-06 05:00:00,Spot,Fee,BTC,-2.585e-05
2024-03-06 11:00:00,Spot,Transaction Revenue,ETH,8.46809919
2024-03-06 11:00:00,Spot,Transaction Sold,USD,-32368.56745189
2024-03-06 11:00:00,Spot,Transaction Fee,ETH,-0.00847658
2024-03-06 16:00:00,Spot,Transaction Related,SOL,49.44750957
2024-03-06 16:00:00,Spot,Transaction Related,USD,-6473.71349038
2024-03-06 16:00:00,Spot,Transaction Fee,SOL,-0.04949701
2024-03-06 21:00:00,Spot,Sell,USD,-1294.74269808
2024-03-06 21:00:00,Spot,Fee,ETH,-0.00033906
2024-03-06 21:00:00,Spot,Buy,ETH,0.33872397
2024-03-06 23:00:00,Spot,Transaction Fee,USD,-11.75941104
2024-03-06 23:00:00,Spot,Transaction Related,BTC,-0.17797324
2024-03-06 23:00:00,Spot,Transaction Related,USD,11747.65163016
2024-03-07 01:00:00,Spot,Buy,USD,86.20867404
2024-03-07 01:00:00,Spot,Sell,ADA,-116.19088328
2024-03-07 01:00:00,Spot,Fee,USD,-0.08629497
2024-03-07 07:00:00,Spot,Transaction Revenue,SOL,67.55882872
