Id,Timestamp,Type,AssetIn,AmountIn,AssetOut,AmountOut,FeeAsset,FeeAmount,FiatValueAtTimestamp,FiatCurrency
a4cabe15-7390-4386-8b8f-2b95f96039e3,2024-03-03T00:00:00,Deposit,USD,50000.0,,0.0,,0.0,50000.0,USD
04c65dc6-988f-4d30-9cdd-0b92fef6b9f8,2024-03-03T10:00:00,Withdrawal,,0.0,USD,25000.0,,0.0,25000.0,USD
40253ac1-d5a2-487e-9de8-7eb8d4559301,2024-03-03T18:00:00,Trade,ETH,1.432130764003773,USD,5000.0,ETH,0.0014335643283321052,5000.0,USD
a23ac309-5129-40bc-8507-8bc1176db9ff,2024-03-03T21:00:00,Trade,ADA,1371.068828135733,ETH,0.2864261528007546,ADA,1.372441269405138,999.0,USD
9f41d527-5c2f-4b83-b2bb-8f8f5214dedf,2024-03-04T01:00:00,Trade,ADA,12972.341254382547,USD,10000.0,ADA,12.98532658096351,10000.0,USD
3f5fa7d1-52b6-4319-85d7-be3a7403cc61,2024-03-04T05:00:00,Trade,ETH,1.520885373404357,ADA,7171.705041259141,ETH,0.0015224077811855426,5522.930052273664,USD
b801460f-5059-4fa8-ad77-41e4f9c955de,2024-03-04T06:00:00,Transfer,,0.0,ADA,3585.8525206295703,,0.0,0.0,USD
35db3395-76cd-4dae-b136-c26f606c0dcb,2024-03-04T08:00:00,Transfer,,0.0,ETH,0.5333179969214751,,0.0,0.0,USD
a01334f0-9a5c-456e-b225-7996689f98c0,2024-03-04T09:00:00,Withdrawal,,0.0,USD,5000.0,,0.0,5000.0,USD
b3d5079c-3b23-4519-ab89-4a105e3f9c5e,2024-03-04T12:00:00,Trade,SOL,18.740151571996698,USD,2500.0,SOL,0.01875891048247918,2500.0,USD
fe0b046c-ed21-4b51-8649-504aa5f14517,2024-03-04T17:00:00,Trade,ADA,1619.9211141410206,SOL,9.370075785998349,ADA,1.6215426567978184,1248.75,USD
48b75043-d42d-4e90-8db7-9c991428400f,2024-03-04T18:00:00,Trade,BTC,0.00731914137899657,USD,500.0,BTC,7.326467846843413e-06,500.0,USD
a52c7e32-f052-4e4a-873a-4b9502e636a5,2024-03-04T23:00:00,Trade,BTC,0.029342190958674876,ADA,2602.886817385295,BTC,2.9371562521196074e-05,2004.4831380684159,USD
8322aa0d-4ddb-45cb-a59c-ad425d50c0e7,2024-03-05T03:00:00,Deposit,USD,10000.0,,0.0,,0.0,10000.0,USD
